iter	RMSE
207	0.0007827278384
208	0.0007771830008
209	0.0007721821209
210	0.0007666508871
211	0.0007609344747
212	0.0007542744021
213	0.0007490084757
214	0.0007459631935
215	0.0007400645348
216	0.0007361524724
217	0.0007319349695
218	0.0007290274002
219	0.0007262594752
220	0.0007207004047
221	0.0007147422877
222	0.000710774315
223	0.0007084658421
224	0.0007026549572
225	0.0006981562182
226	0.0006950803582
227	0.0006905500375
228	0.0006855876966
229	0.0006824531457
230	0.0006786693302
231	0.0006753456966
232	0.0006733434198
233	0.000668670203
234	0.0006665123007
235	0.0006638455074
236	0.0006619517263
237	0.000659759863
238	0.000657527895
239	0.0006556639713
240	0.0006536159216
241	0.0006502669995
242	0.000645970457
243	0.0006426410555
244	0.0006379512126
245	0.0006330961854
246	0.0006280517328
247	0.0006252007012
248	0.0006203940077
249	0.0006173143296
250	0.00061224635
251	0.0006103429803
252	0.0006079665265
253	0.0006058387115
254	0.0006009230577
255	0.0005974259084
256	0.0005957204642
257	0.0005931369829
258	0.0005903633697
259	0.0005887053872
260	0.0005838636258
261	0.0005821703287
262	0.0005805815739
263	0.0005790568232
264	0.0005773682298
265	0.0005737891284
266	0.0005694863031
267	0.0005680346814
268	0.000566683259
269	0.0005629119384
270	0.0005615377356
271	0.000557574966
272	0.0005529699006
273	0.0005498206201
274	0.0005484314152
275	0.0005470557497
276	0.0005453140623
277	0.0005439743292
278	0.0005427243664
279	0.0005414561789
280	0.000537688988
281	0.0005363834828
282	0.0005322108162
283	0.0005283563461
284	0.0005252251397
285	0.0005240782213
286	0.000522866829
287	0.0005187590945
288	0.0005156882459
289	0.0005121801936
290	0.0005089971382
291	0.0005077470475
292	0.0005066438961
293	0.0005055815581
294	0.0005042979105
295	0.0005000201333
296	0.0004971184615
297	0.0004932123805
298	0.0004921451552
299	0.0004911989802
300	0.0004900773638
301	0.0004868831954
302	0.0004858557852
303	0.0004849085855
304	0.0004820933368
305	0.000478854625
306	0.0004779193921
307	0.0004741329378
308	0.0004731353736
309	0.0004722059306
310	0.000471295364
311	0.0004704053073
312	0.0004695117373
313	0.0004685876024
314	0.0004677646786
315	0.0004668948704
316	0.0004635362
317	0.000459924266
318	0.0004567264276
319	0.0004535592635
320	0.0004527525775
321	0.0004519575623
322	0.0004510173236
323	0.0004500252203
324	0.0004467244584
325	0.0004445426322
326	0.0004418388873
327	0.0004410887666
328	0.0004403495654
329	0.0004382263918
330	0.0004375062781
331	0.0004350231357
332	0.0004342473968
333	0.0004335038167
334	0.0004328170983
335	0.0004321051428
336	0.0004289787235
337	0.0004265384547
338	0.0004239573141
339	0.0004233015442
340	0.000420664976
341	0.0004185130211
342	0.0004161444703
343	0.0004137477172
344	0.0004130213062
345	0.000410770938
346	0.0004084132117
347	0.0004077222452
348	0.0004053539964
349	0.0004047368336
350	0.00040332455
351	0.0004023764053
352	0.0004017935328
353	0.0004009450352
354	0.0004003844209
355	0.0003998266346
356	0.0003980813826
357	0.0003975330521
358	0.0003950623651
359	0.0003945380537
360	0.0003923899682
361	0.0003898893722
362	0.0003872996189
363	0.0003851234419
364	0.0003846217211
365	0.0003821859302
366	0.000380024848
367	0.0003777314941
368	0.0003756670595
369	0.0003741377394
370	0.000373567768
371	0.0003717593179
372	0.0003693706006
373	0.0003684497305
374	0.0003664489268
375	0.0003660263328
376	0.0003639862065
377	0.0003633217922
378	0.0003614832452
379	0.0003608472881
380	0.00035858167
381	0.0003564404941
382	0.0003560166652
383	0.000355407742
384	0.0003547995488
385	0.0003524660394
386	0.0003518581609
387	0.0003512758898
388	0.0003507301014
389	0.000349702203
390	0.0003492541539
391	0.0003481334914
392	0.0003469908556
393	0.0003449869958
394	0.0003444531781
395	0.0003419623509
396	0.0003396591429
397	0.0003391162803
398	0.0003386026835
399	0.0003380958334
400	0.0003368300594
401	0.0003358459506
402	0.0003334813916
403	0.0003320853086
404	0.0003315747489
405	0.000331024153
406	0.000328829389
407	0.000328354264
408	0.0003278919192
409	0.0003273751304
410	0.0003269035855
411	0.000326528764
412	0.0003260813576
413	0.000325626261
414	0.0003252823571
415	0.0003249678102
416	0.0003245568563
417	0.0003238521773
418	0.0003218217625
419	0.0003213146886
420	0.0003196788254
421	0.0003179424544
422	0.0003176554523
423	0.0003171415845
424	0.0003153968555
425	0.0003133290096
426	0.0003122662812
427	0.0003118891427
428	0.0003116041812
429	0.0003098882832
430	0.0003077552903
431	0.0003064808113
432	0.0003048314908
433	0.0003043045308
434	0.0003039648206
435	0.0003036933485
436	0.0003020065774
437	0.0003015634767
438	0.0003012403097
439	0.0002999451047
440	0.000299600355
441	0.0002982590343
442	0.0002979289397
443	0.0002975203793
444	0.0002970186696
445	0.0002965935537
446	0.0002960060295
447	0.0002956932828
448	0.0002941190452
449	0.000292495666
450	0.0002921921431
451	0.0002908775795
452	0.0002906439784
453	0.0002890705326
454	0.0002887952806
455	0.0002878522295
456	0.0002867138121
457	0.0002863334242
458	0.0002846261122
459	0.0002842577138
460	0.0002839314235
461	0.0002836198812
462	0.0002834074964
463	0.0002829803163
464	0.000282043081
465	0.0002818113342
466	0.0002806399235
467	0.000280306099
468	0.0002799084845
469	0.0002794266524
470	0.0002786145729
471	0.0002775997192
472	0.0002773785734
473	0.0002762896653
474	0.0002749182897
475	0.0002736207004
476	0.0002732929238
477	0.0002718796666
478	0.0002716497768
479	0.0002714587752
480	0.0002706179604
481	0.0002697336459
482	0.0002690664114
483	0.0002687598308
484	0.0002678313239
485	0.000267639326
486	0.0002665598287
487	0.0002652722193
488	0.0002647587799
489	0.0002642028442
490	0.0002639954426
491	0.000263073391
492	0.0002628858362
493	0.0002616830465
494	0.000261321733
495	0.0002603807297
496	0.0002601842137
497	0.0002600037204
498	0.0002598125266
499	0.0002589623801
500	0.00025792963
501	0.0002566297232
502	0.0002551519164
503	0.0002545179706
504	0.0002537200564
505	0.0002525496938
506	0.000252368677
507	0.000251168105
508	0.0002501491514
509	0.0002486046135
510	0.0002484298358
511	0.0002479737656
512	0.0002476658879
513	0.0002468920332
514	0.0002459955118
515	0.0002452691481
516	0.0002446747279
517	0.0002437028396
518	0.0002424536985
519	0.0002415884545
520	0.0002412969556
521	0.000241143497
522	0.0002404447687
523	0.000239000438
524	0.0002386544344
525	0.000238530496
526	0.0002381953183
527	0.0002377926339
528	0.0002365468897
529	0.000235173747
530	0.0002342022141
531	0.0002333170717
532	0.0002318255082
533	0.0002316743232
534	0.0002307356662
535	0.0002297800991
536	0.0002296320884
537	0.0002288914082
538	0.0002280255902
539	0.0002278691935
540	0.0002277331287
541	0.0002272941506
542	0.0002271433197
543	0.0002269227267
544	0.0002267922265
545	0.0002260250572
546	0.0002259236102
547	0.0002257694205
548	0.0002246905531
549	0.0002245240865
550	0.0002234760587
551	0.000223189396
552	0.0002222024199
553	0.0002212943005
554	0.0002205092605
555	0.0002203827737
556	0.0002194377634
557	0.0002189949145
558	0.000217855075
559	0.0002167714566
560	0.0002161444098
561	0.0002153433948
562	0.0002142632159
563	0.0002135875459
564	0.000213471502
565	0.0002127254029
566	0.0002115227232
567	0.0002108920746
568	0.0002106648862
569	0.0002100127439
570	0.0002092275649
571	0.0002090071228
572	0.0002088916658
573	0.0002082290819
574	0.0002068476994
575	0.0002066888223
576	0.0002059692717
577	0.000205462857
578	0.0002052487072
579	0.0002045901903
580	0.0002040437001
581	0.000203007167
582	0.0002028840271
583	0.0002020890155
584	0.0002009732158
585	0.0001999654088
586	0.0001996398037
587	0.0001991673196
588	0.000198328695
589	0.0001982245877
590	0.0001975756813
591	0.0001973905676
592	0.0001972464035
593	0.0001966045221
594	0.0001957571788
595	0.0001955796216
596	0.000194998146
597	0.0001943899449
598	0.0001940759672
599	0.000193892535
600	0.0001931156206
601	0.0001925795346
602	0.000192413782
603	0.0001917203279
604	0.0001908065866
605	0.0001898905257
606	0.0001888816529
607	0.0001882181508
608	0.0001877609178
609	0.0001869777723
610	0.0001861488311
611	0.0001856769122
612	0.0001850089306
613	0.0001844806991
614	0.0001836093001
615	0.0001833005732
616	0.0001826069255
617	0.0001819699405
618	0.0001817835248
619	0.0001809199754
620	0.0001803769381
621	0.0001798005963
622	0.0001793820054
623	0.0001791895672
624	0.0001790300825
625	0.0001788705447
626	0.0001781359837
627	0.0001776368082
628	0.0001769218983
629	0.0001768184913
630	0.0001766501664
631	0.0001759552165
632	0.0001754614986
633	0.0001753039945
634	0.0001750807803
635	0.0001749142834
636	0.0001742685397
637	0.0001738255096
638	0.0001736759293
639	0640	0.000157441640	0641	0.000157051641	0.0001722245645
642	0.0001718470362
643	0.0001716968714
644	0.000171040888
645	0.0001704037767
646	0.0001699814148
647	0.0001694641759
648	0.0001692804306
649	0.0001684954701
650	0.0001679720676
651	0.0001674840617
652	0.0001673243055
653	0.0001666686471
654	0.0001663038312
655	0.0001659153577
656	0.0001657681212
657	0.0001652824086
658	0.0001649154512
659	0.0001645354869
660	0.0001643151223
661	0.0001637985008
662	0.0001636634141
663	0.0001631083421
664	0.0001629942315
665	0.0001623627568
666	0.0001618914639
667	0.0001613336304
668	0.0001612110371
669	0.000160880234
670	0.0001603794959
671	0.0001595179841
672	0.0001590890973
673	0.0001585212406
674	0.000158191641
675	0.0001577718566
676	0.0001574452305
677	0.0001565596646
678	0.0001560661464
679	0.0001554821043
680	0.0001549881971
681	0.0001545158653
682	0.0001539177297
683	0.000153602246
684	0.0001531478602
685	0.0001527486368
686	0.0001522939022
687	0.0001519926549
688	0.0001513219893
689	0.0001506923474
690	0.0001503226558
691	0.0001498260831
692	0.0001497006584
693	0.0001495702271
694	0.0001491913849
695	0.0001488750356
696	0.0001483020868
697	0.0001477352761
698	0.0001472280838
699	0.0001471025022
700	0.0001467876198
701	0.0001466698428
702	0.0001462396685
703	0.0001461299331
704	0.0001460453717
705	0.0001459806827
706	0.0001455619788
707	0.0001449979409
708	0.0001447169179
709	0.0001441663699
710	0.0001440525911
711	0.0001435459385
712	0.000143125045
713	0.0001427413779
714	0.0001422675586
715	0.0001421556275
716	0.0001416542327
717	0.0001415845859
718	0.000141213488
719	0.000140963779
720	0.0001406510568
721	0.0001403110928
722	0.0001397100415
723	0.0001396066868
724	0.0001395432272
725	0.0001391692423
726	0.0001390878183
727	0.0001386201518
728	0.0001383081543
729	0.0001378266742
730	0.0001374404618
731	0.0001369758303
732	0.0001364750547
733	0.0001359609247
734	0.0001355115232
735	0.0001351653477
736	0.0001350415254
737	0.0001346972281
738	0.0001341322969
739	0.0001338012633
740	0.0001336850676
741	0.0001336267388
742	0.0001332222821
743	0.0001328230667
744	0.0001325907551
745	0.0001321638031
746	0.0001320928405
747	0.0001316300258
748	0.0001312778413
749	0.0001308224732
750	0.0001302530033
751	0.0001298705144
752	0.0001294611629
753	0.0001293935856
754	0.0001288045881
755	0.0001285250935
756	0.0001283605297
757	0.000128212647
758	0.0001277825067
759	0.000127715026760	0.0001240557129
76761	0.00012717882976762	0.00012711644676763	0.000126760962764	0.000123040959
765	0.0001228494688
766	0.0001225419569
767	0.0001224050374
768	0.0001222002732
769	0.000121765447
770	0.0001217077957
771	0.0001214192657
772	0.0001209924514
773	0.0001207501912
774	0.0001205618485
775	0.0001203275957
776776	0777	0.000110777777	0.0001232044778	0.0001200229787
779	779	0.0001226594780	0.0001193961588
781	0.0001191468113
782	0.0001188231222
783	0.0001186381533
784	0.0001184542103
785	0.0001181759584
786	0.000117857934
787	0.0001177928669
788788	0.00011987380789	0.000116937509
790	0.0001167070378
791	0.0001164468514
792	0.0001161245859
793793	0.000118470794	0794	0.0001178682666
795	0.0001176542713
796	0.0001173343371
797	0.0001170514057
798	0.0001169256717
799	0.0001168759115
800	0.0001165187819
801	0.0001161967341
802	0.0001159518095
803	0.0001156019233
804	0.0001152934739
805	0.0001150030145
806	0.0001145505624
807	0.0001142233351
808	0.0001141807186
809	0.000113884706
810	0.000113565436
811	0.0001132287444
812	0.000113026796
813	0.0001129770675
814	0.0001125055068
815	0.0001124117749
816	0.0001121413815
817	0.0001119356779
818	0.0001115405415
819	0.000111238383
820	0.000110823628
821	0.0001107270354
822	0.0001104510513
823	0.0001101791628
824	0.0001098985944
825	0.0001095316995
826	0.0001091821827
827	0.0001088142493
828	0.0001085729875
829	0.0001081476386
830	0.0001078914932
831	0.0001076939466
832	0.0001073643534
833	0.0001072672624
834	0.0001069460144
835	0.0001067830404
836	0.000106505074
837	0.0001061954125
838	0.000105866994
839	0.0001056508614
840	0.0001055945152
841	0.0001054080167
842	0.0001050626147
843	0.0001048169141
844	0.0001047545317
845	0.0001045355461
846	0.000104139664
847	0.0001037736153
848	0.0001035671384
849	0.0001032678005
850	0.0001029381071
851	0.000102724119
852	0.0001024099532
853	0.0001020905878
854	0.0001018313713
855	0.0001015450566
856	0.00010121027
857	0.0001011040139
858	0.0001008275216
859	0.0001005952343
860	0.0001003367812
861	0.0001000194819
862	9.972771475e-05
863	9.966130094e-05
864	9.940020606e-05
865	9.927498155e-05
866	9.894287424e-05
867	9.863927919e-05
868	9.834240788e-05
869	9.805299833e-05
870	9.773162576e-05
871	9.752313742e-05
872	9.714705148e-05
873	9.703949789e-05
874	9.682722116e-05
875	9.655832714e-05
876	9.632619679e-05
877	9.61435938e-05
878	9.588328384e-05
879	9.561980775e-05
880	9.536437745e-05
881	9.518211819e-05
882	9.513008622e-05
883	9.477416592e-05
884	9.471515626e-05
885	9.445929872e-05
886	9.436833308e-05
8887	9.430973861e-058888	9.410820371e-058889	9.405084068e-089890	9.399033509e-0891	9.343809426e-05
892	9.327519743e-05
89893	9.31297071e-058894	9.286846917e-058895	9.259653662e-05896	9.20377377e-05
897	9.179177959e-05
898	9.155966155e-05
899	9.126918841e-05
900	9.097537178e-05
901	9.083931765e-05
902	9.056592988e-05
903	9.051534217e-05
904	9.031180717e-05
905	9.00394991e-05
906	8.975890924e-05
907	8.972234365e-05
908	8.966899687e-05
909	8.942447926e-05
910	8.915593137e-05
911	8.897686836e-05
912	8.88292608e-05
913	8.871528856e-05
914	8.862760144e-05
915	8.831403308e-05
916	8.81400487e-05
917	8.799889565e-05
918918	8.743940138e-919919	8.714786491e-05
920	8.692928095e-05
921	8.6720244e-05
922	8.654359123e-05
923	8.635602089e-05
924	8.614327779e-05
925	8.598628813e-05
926	8.574352635e-05
927	8.55519752e-05
928	8.534533405e-05
929	8.503361492e-05
930	8.492643659e-05
931	8.479425432e-05
932	8.465303471e-05
933	8.451542353e-05
934	8.430193107e-05
935	8.425826749e-05
936	8.406469582e-05
937	8.38557451938	7.938	8.36922101939	7.863538305e-05
940	7.838062933e-05
941	7.817524216e-05
942	7.809366839e-05
943	7.800964737e-05
944	7.784596922e-05
945	7.771866322e-05
946	7.768426697e-05
947	7.750010486e-05
948	7.743440499e-05
949	7.711112218e-05
950	7.693806504e-05
951	7.676554631e-05
952	7.657717127e-05
953	7.63720045e-05
954	7.624735131e-05
955	7.607120793e-05
956	7.585290869e-05
957	7.581353804e-05
958	7.564606621e-05
959	7.539767906e-05
960	7.515566972e-05
961	7.498256415e-05
962	7.486987596e-05
963	7.469635421e-05
964	7.451599093e-05
965	7.434539235e-05
966	7.418421047e-05
967	7.402678934e-05
968	7.383874046e-05
969	7.367090545e-05
970	7.353370841e-05
971	7.349211738e-05
972	7.331705703e-05
973	7.312575978e-05
974	7.297703456e-05
975	7.286198705e-05
976	7.270324128e-05
977	7.267127564e-05
978	7.253970858e-05
979	7.232340167e-05
980	7.212055269e-05
981	7.196326344e-05
982	7.182751681e-05
983	7.168042205e-05
984	7.149314552e-05
985	7.135324594e-05
986	7.114109663e-05
987	7.094626261e-05
988	7.07804749e-05
989	7.062408602e-05
990	7.044382008e-05
991	7.031596259e-05
992	7.005412424e-05
993	6.999974706e-05
994	6.98052242e-05
995	6.962569638e-05
996	6.949886567e-05
997	6.930487041e-05
998	6.914725463e-05
999	6.891563726e-05
5
9582127e-05
